SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
2383,5,1,2014,307589.5159232083,False,True,False,10,11915,12.636524683638973
1486,5,2,1953,294901.532580108,False,False,True,71,7430,12.594400182694969
2861,5,2,1958,336729.7617928864,False,True,False,66,14305,12.727038963592092
1705,3,2,1999,126976.25386659846,False,False,True,25,5115,11.751763245987187
2525,5,3,1983,274645.0698687777,False,False,True,41,12625,12.523238529069904
2164,5,2,1995,186306.8930413739,True,False,False,29,10820,12.13515592306405
1619,5,3,2017,184154.9384922832,False,True,False,7,8095,12.123538169478602
2838,4,1,1952,338086.0654425416,False,False,True,72,11352,12.731058731361221
2018,3,1,1979,231768.0311859998,False,False,True,45,6054,12.353496599521423
1776,2,2,2013,156107.00496499706,False,False,True,11,3552,11.958303386194444
1446,3,2,2009,84243.37974217103,False,False,True,15,4338,11.341477136697707
1289,3,3,1970,105359.3164547259,True,False,False,54,3867,11.565141339969276
1208,3,2,2005,108746.59776076622,True,False,False,19,3624,11.59678485915078
2498,5,2,2016,316029.24182844826,False,False,True,8,12490,12.663593189978666
1412,4,2,1989,138370.1186097771,False,True,False,35,5648,11.837694619823694
1676,4,3,2009,244734.07528322784,False,True,False,15,6704,12.407931579098207
2450,4,3,1993,235983.6475786945,False,False,True,31,9800,12.371522029259083
2877,4,2,1971,355438.5176245093,False,False,True,53,11508,12.781110380486737
2394,2,2,1963,267670.92682981526,True,False,False,61,4788,12.49751735598481
2855,4,1,1951,326299.4804481884,False,True,False,73,11420,12.695573954992796
1663,5,3,2018,243214.49313814795,False,True,False,6,8315,12.40170313238283
2990,5,1,1992,297863.51351668924,False,True,False,32,14950,12.604394009473138
1289,4,2,1988,182618.5196194474,True,False,False,36,5156,12.115160139674304
2455,2,2,2018,355456.6736506494,False,False,True,6,4910,12.781161459676152
2291,4,2,1967,198882.44887634067,True,False,False,57,9164,12.200474248088247
1150,5,2,1951,151648.58039676305,False,False,True,73,5750,11.929327746194094
2742,5,3,1981,253965.4436528941,False,True,False,43,13710,12.444957425670388
2278,5,2,2007,205036.9290818578,False,False,True,17,11390,12.230950260917973
2376,3,1,1981,264244.5850332522,False,True,False,43,7128,12.48463419605555
2400,5,1,2014,300875.33347801655,False,False,True,10,12000,12.614454607075606
2676,4,1,2009,359507.3632450729,False,False,True,15,10704,12.792492719419442
1854,5,3,1994,263025.10097906843,False,False,True,30,9270,12.480008549502035
2381,2,1,1965,263502.1026317774,True,False,False,59,4762,12.481820421587885
1607,3,3,1981,206594.8659865323,False,True,False,43,4821,12.238519825721749
2964,2,3,2014,317835.04055191285,True,False,False,10,5928,12.669290933048417
1369,5,2,2006,173409.93196251278,False,False,True,18,6845,12.063419386107851
2250,3,3,1984,163466.52721658468,False,True,False,40,6750,12.00436963929769
1704,3,3,1966,179739.0044089498,False,True,False,58,5112,12.099266665741961
2326,3,3,1971,342612.973910742,True,False,False,53,6978,12.744359651870893
1825,5,2,2014,206947.9557113936,False,True,False,10,9125,12.240227451072789
2004,2,2,1997,243711.832293826,False,True,False,27,4008,12.403745894336272
2412,5,2,1988,220006.0069448908,False,False,True,36,12060,12.30141467457681
1376,3,1,2016,162046.89274635195,False,False,True,8,4128,11.995647204760072
1972,5,1,1953,161043.55725647806,False,False,True,71,9860,11.989436358823339
1117,3,3,1969,135616.15567865843,True,False,False,55,3351,11.817591163290121
2028,3,1,1977,264378.0676366038,True,False,False,47,6084,12.485139214523812
1443,3,2,1950,201220.4436645083,False,False,True,74,4329,12.212161290378043
2375,5,1,2020,201685.29275575615,False,False,True,4,11875,12.214468763059669
1754,5,2,2011,169869.19492698816,False,False,True,13,8770,12.042789865119545
2556,3,1,1987,262445.75633575727,True,False,False,37,7668,12.47780350743378
2687,4,2,2000,249608.83815779744,False,False,True,24,10748,12.427654330396935
1639,2,1,1999,129596.69079169398,False,True,False,25,3278,11.772190244776246
1123,3,3,2020,81343.91833514013,True,False,False,4,3369,11.306453644010627
1657,3,1,1969,182200.24604671917,False,False,True,55,4971,12.112867102679886
2300,3,1,1965,262848.1231977165,False,False,True,59,6900,12.479335470490524
1821,3,3,1970,152876.86498552404,False,False,True,54,5463,11.937394613520485
2417,3,3,2002,249658.9276162042,True,False,False,22,7251,12.427854981275512
1663,4,2,2007,110041.3342120409,True,False,False,17,6652,11.608620427209395
1359,5,3,2014,201692.1880026049,False,True,False,10,6795,12.214502950454806
1622,4,1,2011,186890.90964402465,True,False,False,13,6488,12.138285705422872
2492,3,2,1966,230953.669726658,True,False,False,58,7476,12.349976735297801
2651,3,1,1985,291677.0328911201,False,False,True,39,7953,12.583405845824746
2723,3,2,1998,319854.06517568463,False,True,False,26,8169,12.675623250850078
2080,5,2,2015,215553.28885339815,False,True,False,9,10400,12.280968077232718
2274,2,3,1954,178527.28448000294,False,True,False,70,4548,12.092502324119534
2919,2,1,2008,271523.90081762866,False,False,True,16,5838,12.511809129869203
1918,4,2,1990,222205.0416601288,True,False,False,34,7672,12.31136034600762
2173,4,2,2007,207711.8766518114,False,True,False,17,8692,12.24391200434025
1451,2,2,2008,198112.47862711316,False,True,False,16,2902,12.196595269882978
2185,3,2,1983,304347.8119585984,False,True,False,41,6555,12.62592973037773
1119,5,3,1970,158649.99335320364,False,True,False,54,5595,11.974462058278872
1581,4,3,2017,252812.17082965837,False,False,True,7,6324,12.440406039698555
2947,5,1,2008,300253.2529729293,True,False,False,16,14735,12.612384904614364
2374,3,2,1975,299367.4806678316,False,True,False,49,7122,12.609430470435322
1098,3,1,2009,158823.45664997277,True,False,False,15,3294,11.975554825067794
2190,4,1,2010,291119.8061392814,True,False,False,14,8760,12.581493601378392
2833,2,3,1975,367906.47593494586,False,False,True,49,5666,12.815586761448913
2686,2,2,1990,211523.6452286768,False,False,True,34,5372,12.262096796583764
2861,2,3,2008,304389.7911672957,False,True,False,16,5722,12.62606765210501
2999,3,2,1976,261529.60065880552,False,True,False,48,8997,12.474306575368587
1513,3,2,1997,137282.95843278724,False,True,False,27,4539,11.829806749043746
1663,5,1,2000,189243.98610203725,False,False,True,24,8315,12.15079767743242
1400,5,1,2006,256064.8976327576,False,False,True,18,7000,12.453190102964713
1364,5,3,1986,238161.1266324768,True,False,False,38,6820,12.380706925077389
2600,3,3,1966,242971.49359672645,True,False,False,58,7800,12.40070352084044
2349,2,2,1989,278597.7722181917,True,False,False,35,4698,12.537527933348253
1580,3,1,1999,290018.97579325025,False,False,True,25,4740,12.577705081636088
2656,5,1,1959,233587.0028638272,False,False,True,65,13280,12.361314171013882
1620,5,2,1981,262117.18998727784,False,False,True,43,8100,12.476550787846811
1827,5,3,1964,182474.61790454815,False,False,True,60,9135,12.114371842556315
1246,5,2,1978,170200.69449318736,False,False,True,46,6230,12.044739450966018
1433,4,1,1956,194239.83077805748,False,True,False,68,5732,12.176854063914025
2116,5,3,2012,286436.14391950995,True,False,False,12,10580,12.565274398115678
2291,3,2,1975,281884.35927606607,False,True,False,49,6873,12.549255739875752
1614,4,1,2015,131955.56705296272,True,False,False,9,6456,11.790228109946245
1942,2,3,2011,213680.9267623404,False,True,False,13,3884,12.27224386478896
1962,3,2,1998,179270.6241682887,False,True,False,26,5886,12.09665738810793
1623,3,3,1977,193874.9006137555,False,False,True,47,4869,12.174973545800123
1320,2,2,2013,170153.57287224467,False,False,True,11,2640,12.044462555102703
2946,3,1,2004,370827.94139818655,False,False,True,20,8838,12.823496160863668
2839,4,2,1983,243539.3764278746,False,True,False,41,11356,12.403038024710927
1855,2,2,2005,197498.67130549636,False,True,False,19,3710,12.193492199045961
1061,4,1,2020,216280.4829838042,False,False,True,4,4244,12.284336000249779
1299,5,3,1971,96146.61603612626,False,False,True,53,6495,11.47363995649349
1402,2,3,1973,155307.08799276184,False,True,False,51,2804,11.953166087579525
1954,4,1,1953,177609.97166081425,False,True,False,71,7816,12.087350885001513
2671,5,1,1965,352033.64107592654,False,False,True,59,13355,12.771484861885595
2590,4,3,1975,308226.20892419224,True,False,False,49,10360,12.638592481307528
2643,4,1,2011,223416.3538847202,True,False,False,13,10572,12.316796843373385
2326,3,3,1981,234935.5628135762,True,False,False,43,6978,12.367070811210315
2793,5,1,1961,232949.23282201905,False,True,False,63,13965,12.358580116695052
1252,3,1,2008,218203.51696695396,True,False,False,16,3756,12.293188053206963
2757,5,1,1963,373993.12660007336,True,False,False,61,13785,12.831995371995477
1477,5,1,1968,197374.7090698048,False,False,True,56,7385,12.192864344052085
2392,3,1,1997,169651.29355760827,False,False,True,27,7176,12.041506289470288
2702,3,1,1967,335907.63522883184,True,False,False,57,8106,12.724594483006868
2964,3,3,1983,262329.3302526529,True,False,False,41,8892,12.477359791090251
1159,5,1,1981,92611.17173625648,False,False,True,43,5795,11.436175856232266
1960,5,2,2006,219675.08835419203,True,False,False,18,9800,12.299909414735255
2189,5,3,2011,286711.94734894973,False,False,True,13,10945,12.566236810771384
1204,5,2,2005,124802.02569299829,False,False,True,19,6020,11.734491978958497
2290,5,1,2021,212464.41599220468,False,True,False,3,11450,12.266534505829693
2161,5,3,1974,250901.1080104908,False,False,True,50,10805,12.432818134114719
2391,4,2,1995,283244.6787197455,False,False,True,29,9564,12.55406992270943
2466,3,1,1982,173271.23482898343,False,True,False,42,7398,12.062619248378565
1857,5,3,2017,183221.57775424997,False,True,False,7,9285,12.118456964645265
1759,4,1,1995,279889.6222506814,False,True,False,29,7036,12.542154171014735
2590,2,2,2012,298714.3383122546,False,True,False,12,5180,12.60724635311098
2939,4,3,2003,408942.9479638222,False,True,False,21,11756,12.921333379089981
1720,3,3,1960,227282.6149039794,True,False,False,64,5160,12.333953921470133
2040,2,3,1998,266674.1415067715,False,True,False,26,4080,12.493786498127353
1067,5,3,1970,242503.2140500624,False,False,True,54,5335,12.398774366734719
1132,3,3,1970,117888.82287830317,False,False,True,54,3396,11.677505762853142
2723,2,2,2000,266643.0733927042,False,True,False,24,5446,12.493669989615249
1918,4,3,2007,256193.51216068672,True,False,False,17,7672,12.453692248077521
1429,2,3,1963,141934.20978160168,True,False,False,61,2858,11.863125963317309
1307,3,1,1962,72850.74747446526,False,False,True,62,3921,11.196181798630997
1649,2,3,1983,221428.57882285904,False,False,True,41,3298,12.307859889352356
2197,4,2,1966,220230.46291171468,False,False,True,58,8788,12.302434376404985
1411,2,2,1993,185626.7330739316,True,False,False,31,2822,12.131498512061317
1096,4,2,2021,197025.31966942048,True,False,False,3,4384,12.191092601178967
2706,2,1,1966,242281.45473197044,True,False,False,58,5412,12.397859492841356
2177,4,3,2018,293624.5002842558,True,False,False,6,8708,12.59006042578013
2718,4,2,1970,340856.6804510506,True,False,False,54,10872,12.739220309765903
2265,4,3,1967,349811.7465209408,False,True,False,57,9060,12.765153280356543
2327,5,2,2007,267198.02017670294,False,True,False,17,11635,12.495749053634547
2308,4,2,2017,230484.4867920208,True,False,False,7,9232,12.347943175410583
2050,3,2,1990,236817.47566098257,True,False,False,34,6150,12.3750492011654
2425,4,1,1960,329535.85240555,True,False,False,64,9700,12.705443470086625
2383,5,3,2010,342089.07277367247,True,False,False,14,11915,12.742829352052025
2083,5,3,1982,192027.398573516,True,False,False,42,10415,12.165398549309488
1201,3,3,1960,127848.24994113704,False,True,False,64,3603,11.758607113992205
1761,4,3,2014,211851.0739956922,False,True,False,10,7044,12.263643545932167
1873,5,2,1972,187703.5137983779,True,False,False,52,9365,12.142624270225665
1580,5,3,1951,172913.83944110887,False,True,False,73,7900,12.06055449471554
2993,2,1,1977,299301.72881539667,False,False,True,47,5986,12.609210811124308
1369,2,1,2012,224852.57423829063,False,True,False,12,2738,12.323204688173426
1532,3,1,1971,140683.76669154543,False,False,True,53,4596,11.854276969235004
2175,2,3,2001,311940.7596744558,False,False,True,23,4350,12.650571781656957
2125,4,1,1954,233201.39990419472,True,False,False,70,8500,12.35966202458989
1898,2,2,2019,191966.0552137383,False,False,True,5,3796,12.165079048858665
1606,5,1,1988,198533.03619913085,True,False,False,36,8030,12.198715831408737
2469,3,3,1984,226751.4160971516,False,True,False,40,7407,12.331614023255351
1872,2,2,2001,185009.7669467858,False,True,False,23,3744,12.12816930207928
2252,3,1,1963,264085.9179300669,False,False,True,61,6756,12.484033562526227
2148,4,3,2008,169813.15154431504,False,True,False,16,8592,12.042459891814836
1769,4,3,1963,158440.57894859256,False,True,False,61,7076,11.973141217279434
1833,2,3,1976,262836.4029664827,True,False,False,48,3666,12.479290880299784
1998,2,2,1967,170152.56691136747,False,False,True,57,3996,12.044456643043837
2904,2,3,1989,311864.59669716575,False,False,True,35,5808,12.650327594162562
1937,5,1,1952,172785.79832280695,True,False,False,72,9685,12.059813733838704
1235,4,1,2000,240707.2939611252,False,False,True,24,4940,12.39134108084733
1161,5,1,1963,220777.6613745971,False,False,True,61,5805,12.304915946389713
1553,2,3,2009,148945.1163920407,False,True,False,15,3106,11.911339884569161
1787,4,3,1956,253096.86087838144,True,False,False,68,7148,12.441531494811926
2376,5,1,1973,239645.71007698984,False,False,True,51,11880,12.386921076460958
2091,5,2,2014,301376.5560134049,True,False,False,10,10455,12.61611909662015
2196,3,2,1953,249337.2165198687,False,False,True,71,6588,12.426565553069457
2866,5,2,1977,274179.5218469233,False,False,True,47,14330,12.521542007288552
2660,2,2,1999,328380.6568045099,True,False,False,25,5320,12.701931798741287
2705,2,3,2009,317975.8131827784,True,False,False,15,5410,12.669733744584356
1558,5,2,1982,166317.22512969622,True,False,False,42,7790,12.021658251056582
1260,3,1,1971,90381.030306336,True,False,False,53,3780,11.411800746823777
1216,3,3,2017,137504.5611341368,True,False,False,7,3648,11.831419639882807
2840,3,3,2021,310167.49116627354,False,True,False,3,8520,12.644870948699097
2147,5,1,2013,203439.69778494435,True,False,False,11,10735,12.223129830020046
1804,5,1,2014,155079.79968460352,False,False,True,10,9020,11.951701548365609
2185,3,2,1978,227868.2480424273,False,False,True,46,6555,12.336527269939632
1200,5,3,1956,54348.87468811299,False,False,True,68,6000,10.903197586900202
2477,4,2,1962,285833.0980667148,False,True,False,62,9908,12.563166844802607
1401,2,2,2009,140632.6316400931,True,False,False,15,2802,11.853913430608886
2485,5,3,1960,206120.98889098092,False,True,False,64,12425,12.236223451585307
1274,4,1,1964,112206.64472169704,False,True,False,60,5096,11.628106404524148
1205,5,3,1992,152162.68949417744,False,False,True,32,6025,11.932712124949616
2063,4,1,1995,196726.29608045623,False,False,True,29,8252,12.189573764858551
2296,3,1,2018,237821.98052223012,False,False,True,6,6888,12.379281896594183
2723,2,2,1967,322293.66695971903,False,False,True,57,5446,12.683221520846024
1866,5,2,2014,196648.7446882741,False,False,True,10,9330,12.18917947955387
1092,4,2,1951,196352.5093171312,False,True,False,73,4368,12.187671932610032
2065,4,3,1952,222210.55576430575,True,False,False,72,8260,12.311385160975384
2488,3,3,1988,300068.5665241594,False,False,True,36,7464,12.61176961517024
1378,2,1,2013,192166.4235550647,True,False,False,11,2756,12.16612226872344
2130,2,1,1983,196838.3217378895,False,True,False,41,4260,12.19014304922052
2351,2,3,1978,336262.73283687537,False,False,True,46,4702,12.725651050214768
1064,4,3,1969,140667.63071975482,True,False,False,55,4256,11.854162266715276
1364,5,1,2020,98516.206688583,True,False,False,4,6820,11.497986499097886
1820,5,1,1965,164440.36911033944,False,False,True,59,9100,12.010309366873162
